transaction_id,data_hora,ativo,quantidade,tipo_operacao,moeda,cliente_id,canal,mercado,arquivo_origem,importado_em
BTCX-00002325,2024-08-22 12:13:00+00:00,BTC,0.07,VENDA,USD,C005,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.863272+00:00
BTCX-00002326,2024-08-22 16:25:00+00:00,BTC,0.04,COMPRA,USD,C003,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.863330+00:00
BTCX-00002327,2024-08-22 16:11:00+00:00,BTC,0.16,VENDA,USD,C007,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.863388+00:00
BTCX-00002328,2024-08-22 16:54:00+00:00,BTC,0.43,COMPRA,USD,C010,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.863440+00:00
BTCX-00002329,2024-08-22 19:01:00+00:00,BTC,0.12,COMPRA,USD,C005,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.863492+00:00
BTCX-00002330,2024-08-22 12:10:00+00:00,BTC,0.33,COMPRA,USD,C010,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.863549+00:00
BTCX-00002331,2024-08-22 13:18:00+00:00,BTC,0.43,COMPRA,USD,C003,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.863609+00:00
BTCX-00002332,2024-08-22 14:42:00+00:00,BTC,0.18,VENDA,USD,C004,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.863667+00:00
BTCX-00002333,2024-08-22 10:29:00+00:00,BTC,0.27,VENDA,USD,C008,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.863725+00:00
BTCX-00002334,2024-08-22 13:29:00+00:00,BTC,0.08,VENDA,USD,C003,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.863783+00:00
BTCX-00002335,2024-08-23 09:41:00+00:00,BTC,0.42,VENDA,USD,C005,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.863848+00:00
BTCX-00002336,2024-08-23 11:29:00+00:00,BTC,0.47,VENDA,USD,C007,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.863905+00:00
BTCX-00002337,2024-08-23 11:22:00+00:00,BTC,0.33,COMPRA,USD,C003,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.863957+00:00
BTCX-00002338,2024-08-23 17:24:00+00:00,BTC,0.33,COMPRA,USD,C006,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.864011+00:00
BTCX-00002339,2024-08-23 11:22:00+00:00,BTC,0.42,VENDA,USD,C007,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.864071+00:00
BTCX-00002340,2024-08-23 11:17:00+00:00,BTC,0.49,VENDA,USD,C009,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.864130+00:00
BTCX-00002341,2024-08-23 19:30:00+00:00,BTC,0.25,VENDA,USD,C004,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.864188+00:00
BTCX-00002342,2024-08-23 11:36:00+00:00,BTC,0.46,VENDA,USD,C001,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.864246+00:00
BTCX-00002343,2024-08-23 14:37:00+00:00,BTC,0.38,VENDA,USD,C007,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.864306+00:00
BTCX-00002344,2024-08-23 15:04:00+00:00,BTC,0.03,COMPRA,USD,C001,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.864364+00:00
BTCX-00002345,2024-08-23 12:06:00+00:00,BTC,0.43,COMPRA,USD,C010,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.864418+00:00
BTCX-00002346,2024-08-23 16:20:00+00:00,BTC,0.49,COMPRA,USD,C006,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.864472+00:00
BTCX-00002347,2024-08-23 10:57:00+00:00,BTC,0.12,VENDA,USD,C010,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.864528+00:00
BTCX-00002348,2024-08-23 09:39:00+00:00,BTC,0.17,COMPRA,USD,C005,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.864592+00:00
BTCX-00002349,2024-08-26 16:48:00+00:00,BTC,0.24,COMPRA,USD,C007,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.864661+00:00
BTCX-00002350,2024-08-26 10:44:00+00:00,BTC,0.29,VENDA,USD,C008,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.864727+00:00
BTCX-00002351,2024-08-26 18:35:00+00:00,BTC,0.13,COMPRA,USD,C006,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.864789+00:00
BTCX-00002352,2024-08-26 16:43:00+00:00,BTC,0.19,COMPRA,USD,C009,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.864848+00:00
BTCX-00002353,2024-08-26 11:27:00+00:00,BTC,0.34,COMPRA,USD,C004,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.864904+00:00
BTCX-00002354,2024-08-26 09:40:00+00:00,BTC,0.43,COMPRA,USD,C009,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.864961+00:00
BTCX-00002355,2024-08-26 11:57:00+00:00,BTC,0.01,VENDA,USD,C010,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.865015+00:00
BTCX-00002356,2024-08-26 17:55:00+00:00,BTC,0.05,VENDA,USD,C003,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.865073+00:00
BTCX-00002357,2024-08-26 20:58:00+00:00,BTC,0.47,VENDA,USD,C003,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.865130+00:00
BTCX-00002358,2024-08-26 18:52:00+00:00,BTC,0.31,VENDA,USD,C007,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.865188+00:00
BTCX-00002359,2024-08-26 17:54:00+00:00,BTC,0.09,COMPRA,USD,C007,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.865248+00:00
BTCX-00002360,2024-08-26 19:24:00+00:00,BTC,0.05,COMPRA,USD,C005,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.865305+00:00
BTCX-00002361,2024-08-27 10:07:00+00:00,BTC,0.32,COMPRA,USD,C002,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.865371+00:00
BTCX-00002362,2024-08-27 17:21:00+00:00,BTC,0.02,COMPRA,USD,C009,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.865426+00:00
BTCX-00002363,2024-08-27 15:45:00+00:00,BTC,0.23,COMPRA,USD,C008,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.865479+00:00
BTCX-00002364,2024-08-27 10:34:00+00:00,BTC,0.37,COMPRA,USD,C009,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.865538+00:00
BTCX-00002365,2024-08-27 17:19:00+00:00,BTC,0.26,COMPRA,USD,C008,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.865596+00:00
BTCX-00002366,2024-08-27 10:37:00+00:00,BTC,0.31,VENDA,USD,C006,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.865654+00:00
BTCX-00002367,2024-08-27 09:21:00+00:00,BTC,0.27,VENDA,USD,C003,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.865712+00:00
BTCX-00002368,2024-08-27 09:08:00+00:00,BTC,0.14,VENDA,USD,C009,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.865770+00:00
BTCX-00002369,2024-08-27 12:31:00+00:00,BTC,0.05,COMPRA,USD,C004,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.865829+00:00
BTCX-00002370,2024-08-27 15:38:00+00:00,BTC,0.48,COMPRA,USD,C008,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.865887+00:00
BTCX-00002371,2024-08-27 11:17:00+00:00,BTC,0.47,COMPRA,USD,C007,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.865941+00:00
BTCX-00002372,2024-08-27 16:32:00+00:00,BTC,0.15,VENDA,USD,C009,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.865994+00:00
BTCX-00002373,2024-08-27 13:50:00+00:00,BTC,0.15,COMPRA,USD,C010,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.866052+00:00
BTCX-00002374,2024-08-27 12:34:00+00:00,BTC,0.39,VENDA,USD,C006,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.866110+00:00
BTCX-00002375,2024-08-28 17:30:00+00:00,BTC,0.04,VENDA,USD,C006,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.866175+00:00
BTCX-00002376,2024-08-28 11:27:00+00:00,BTC,0.45,VENDA,USD,C008,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.866235+00:00
BTCX-00002377,2024-08-28 10:28:00+00:00,BTC,0.08,VENDA,USD,C001,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.866294+00:00
BTCX-00002378,2024-08-28 14:27:00+00:00,BTC,0.04,COMPRA,USD,C004,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.866352+00:00
BTCX-00002379,2024-08-28 18:00:00+00:00,BTC,0.15,VENDA,USD,C008,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.866407+00:00
BTCX-00002380,2024-08-28 18:02:00+00:00,BTC,0.01,COMPRA,USD,C010,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.866459+00:00
BTCX-00002381,2024-08-28 09:08:00+00:00,BTC,0.29,COMPRA,USD,C008,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.866513+00:00
BTCX-00002382,2024-08-28 14:22:00+00:00,BTC,0.39,COMPRA,USD,C006,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.866570+00:00
BTCX-00002383,2024-08-28 18:25:00+00:00,BTC,0.31,COMPRA,USD,C002,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.866628+00:00
BTCX-00002384,2024-08-28 10:16:00+00:00,BTC,0.35,COMPRA,USD,C003,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.866685+00:00
BTCX-00002385,2024-08-28 20:52:00+00:00,BTC,0.23,COMPRA,USD,C008,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.866744+00:00
BTCX-00002386,2024-08-28 13:23:00+00:00,BTC,0.5,VENDA,USD,C002,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.866804+00:00
BTCX-00002387,2024-08-29 13:20:00+00:00,BTC,0.45,COMPRA,USD,C003,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.866870+00:00
BTCX-00002388,2024-08-29 15:45:00+00:00,BTC,0.4,VENDA,USD,C009,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.866925+00:00
BTCX-00002389,2024-08-29 12:58:00+00:00,BTC,0.09,COMPRA,USD,C006,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.866978+00:00
BTCX-00002390,2024-08-29 17:13:00+00:00,BTC,0.08,VENDA,USD,C010,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.867034+00:00
BTCX-00002391,2024-08-29 09:15:00+00:00,BTC,0.45,VENDA,USD,C007,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.867093+00:00
BTCX-00002392,2024-08-29 10:01:00+00:00,BTC,0.32,COMPRA,USD,C003,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.867151+00:00
BTCX-00002393,2024-08-29 18:24:00+00:00,BTC,0.2,COMPRA,USD,C005,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.867212+00:00
BTCX-00002394,2024-08-29 18:24:00+00:00,BTC,0.32,COMPRA,USD,C010,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.867275+00:00
BTCX-00002395,2024-08-29 16:02:00+00:00,BTC,0.15,COMPRA,USD,C008,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.867336+00:00
BTCX-00002396,2024-08-29 19:27:00+00:00,BTC,0.35,COMPRA,USD,C001,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.867401+00:00
BTCX-00002397,2024-08-29 09:34:00+00:00,BTC,0.49,VENDA,USD,C007,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.867466+00:00
BTCX-00002398,2024-08-29 14:59:00+00:00,BTC,0.17,COMPRA,USD,C008,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.867533+00:00
BTCX-00002399,2024-08-29 20:53:00+00:00,BTC,0.4,VENDA,USD,C006,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.867586+00:00
BTCX-00002400,2024-08-29 20:48:00+00:00,BTC,0.04,COMPRA,USD,C005,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.867644+00:00
BTCX-00002401,2024-08-29 20:59:00+00:00,BTC,0.44,VENDA,USD,C001,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.867705+00:00
BTCX-00002402,2024-08-30 18:46:00+00:00,BTC,0.37,VENDA,USD,C002,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.867772+00:00
BTCX-00002403,2024-08-30 16:47:00+00:00,BTC,0.16,COMPRA,USD,C004,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.867833+00:00
BTCX-00002404,2024-08-30 19:17:00+00:00,BTC,0.06,COMPRA,USD,C006,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.867891+00:00
BTCX-00002405,2024-08-30 14:36:00+00:00,BTC,0.26,COMPRA,USD,C006,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.867943+00:00
BTCX-00002406,2024-08-30 14:17:00+00:00,BTC,0.43,VENDA,USD,C005,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.868000+00:00
BTCX-00002407,2024-08-30 09:07:00+00:00,BTC,0.2,VENDA,USD,C001,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.868057+00:00
BTCX-00002408,2024-08-30 16:29:00+00:00,BTC,0.02,VENDA,USD,C010,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.868115+00:00
BTCX-00002409,2024-08-30 09:22:00+00:00,BTC,0.31,COMPRA,USD,C005,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.868173+00:00
BTCX-00002410,2024-08-30 18:05:00+00:00,BTC,0.18,VENDA,USD,C006,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.868233+00:00
BTCX-00002411,2024-08-30 11:16:00+00:00,BTC,0.5,VENDA,USD,C006,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.868292+00:00
BTCX-00002412,2024-08-30 11:14:00+00:00,BTC,0.41,COMPRA,USD,C002,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.868349+00:00
BTCX-00002413,2024-08-30 19:03:00+00:00,BTC,0.15,COMPRA,USD,C010,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.868405+00:00
BTCX-00002414,2024-08-30 11:43:00+00:00,BTC,0.33,VENDA,USD,C005,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.868459+00:00
BTCX-00002415,2024-08-30 09:35:00+00:00,BTC,0.46,COMPRA,USD,C002,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.868513+00:00
BTCX-00002416,2024-09-02 13:01:00+00:00,BTC,0.44,VENDA,USD,C010,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.868590+00:00
BTCX-00002417,2024-09-02 09:38:00+00:00,BTC,0.16,VENDA,USD,C010,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.868651+00:00
BTCX-00002418,2024-09-02 17:28:00+00:00,BTC,0.08,COMPRA,USD,C004,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.868712+00:00
BTCX-00002419,2024-09-02 14:36:00+00:00,BTC,0.24,VENDA,USD,C005,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.868774+00:00
BTCX-00002420,2024-09-02 15:56:00+00:00,BTC,0.19,COMPRA,USD,C005,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.868833+00:00
BTCX-00002421,2024-09-02 18:50:00+00:00,BTC,0.24,VENDA,USD,C006,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.868891+00:00
BTCX-00002422,2024-09-02 14:30:00+00:00,BTC,0.19,COMPRA,USD,C001,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.868943+00:00
BTCX-00002423,2024-09-02 09:18:00+00:00,BTC,0.1,COMPRA,USD,C007,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.868995+00:00
BTCX-00002424,2024-09-02 12:51:00+00:00,BTC,0.21,VENDA,USD,C004,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.869053+00:00
BTCX-00002425,2024-09-02 18:02:00+00:00,BTC,0.43,COMPRA,USD,C002,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.869111+00:00
BTCX-00002426,2024-09-02 10:04:00+00:00,BTC,0.15,VENDA,USD,C005,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.869169+00:00
BTCX-00002427,2024-09-02 10:54:00+00:00,BTC,0.34,COMPRA,USD,C008,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.869227+00:00
BTCX-00002428,2024-09-02 19:33:00+00:00,BTC,0.34,VENDA,USD,C002,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.869285+00:00
BTCX-00002429,2024-09-02 12:53:00+00:00,BTC,0.37,VENDA,USD,C005,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.869342+00:00
BTCX-00002430,2024-09-03 14:14:00+00:00,BTC,0.3,VENDA,USD,C008,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.869406+00:00
BTCX-00002431,2024-09-03 20:15:00+00:00,BTC,0.29,VENDA,USD,C001,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.869460+00:00
BTCX-00002432,2024-09-03 14:35:00+00:00,BTC,0.33,COMPRA,USD,C003,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.869517+00:00
BTCX-00002433,2024-09-03 16:38:00+00:00,BTC,0.15,VENDA,USD,C001,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.869575+00:00
BTCX-00002434,2024-09-03 18:52:00+00:00,BTC,0.09,COMPRA,USD,C010,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.869638+00:00
BTCX-00002435,2024-09-03 18:42:00+00:00,BTC,0.09,VENDA,USD,C005,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.869696+00:00
BTCX-00002436,2024-09-03 14:07:00+00:00,BTC,0.06,VENDA,USD,C005,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.869754+00:00
BTCX-00002437,2024-09-03 11:36:00+00:00,BTC,0.32,COMPRA,USD,C005,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.869813+00:00
BTCX-00002438,2024-09-03 09:10:00+00:00,BTC,0.08,VENDA,USD,C001,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.869871+00:00
BTCX-00002439,2024-09-03 20:59:00+00:00,BTC,0.31,COMPRA,USD,C004,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.869925+00:00
BTCX-00002440,2024-09-03 15:01:00+00:00,BTC,0.45,COMPRA,USD,C010,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.869979+00:00
BTCX-00002441,2024-09-03 17:55:00+00:00,BTC,0.34,VENDA,USD,C005,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.870036+00:00
BTCX-00002442,2024-09-03 11:25:00+00:00,BTC,0.45,COMPRA,USD,C003,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.870093+00:00
BTCX-00002443,2024-09-04 14:57:00+00:00,BTC,0.22,COMPRA,USD,C008,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.870159+00:00
BTCX-00002444,2024-09-04 10:47:00+00:00,BTC,0.23,VENDA,USD,C009,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.870220+00:00
BTCX-00002445,2024-09-04 16:47:00+00:00,BTC,0.28,VENDA,USD,C002,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.870278+00:00
BTCX-00002446,2024-09-04 11:46:00+00:00,BTC,0.12,COMPRA,USD,C002,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.870336+00:00
BTCX-00002447,2024-09-04 18:37:00+00:00,BTC,0.24,VENDA,USD,C007,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.870393+00:00
BTCX-00002448,2024-09-04 16:11:00+00:00,BTC,0.33,VENDA,USD,C002,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.870445+00:00
BTCX-00002449,2024-09-04 13:31:00+00:00,BTC,0.22,COMPRA,USD,C008,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.870497+00:00
BTCX-00002450,2024-09-04 17:37:00+00:00,BTC,0.33,VENDA,USD,C009,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.870554+00:00
BTCX-00002451,2024-09-04 15:20:00+00:00,BTC,0.49,COMPRA,USD,C001,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.870612+00:00
BTCX-00002452,2024-09-04 20:56:00+00:00,BTC,0.47,COMPRA,USD,C001,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.870670+00:00
BTCX-00002453,2024-09-04 13:36:00+00:00,BTC,0.4,VENDA,USD,C004,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.870727+00:00
BTCX-00002454,2024-09-04 13:10:00+00:00,BTC,0.08,VENDA,USD,C009,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.870785+00:00
BTCX-00002455,2024-09-05 12:56:00+00:00,BTC,0.11,VENDA,USD,C006,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.870851+00:00
BTCX-00002456,2024-09-05 10:59:00+00:00,BTC,0.15,VENDA,USD,C006,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.870908+00:00
BTCX-00002457,2024-09-05 12:35:00+00:00,BTC,0.33,COMPRA,USD,C007,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.870960+00:00
BTCX-00002458,2024-09-05 09:57:00+00:00,BTC,0.35,COMPRA,USD,C001,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.871015+00:00
BTCX-00002459,2024-09-05 09:23:00+00:00,BTC,0.14,VENDA,USD,C001,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.871073+00:00
BTCX-00002460,2024-09-05 20:28:00+00:00,BTC,0.34,COMPRA,USD,C003,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.871131+00:00
BTCX-00002461,2024-09-05 10:45:00+00:00,BTC,0.46,COMPRA,USD,C010,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.871189+00:00
BTCX-00002462,2024-09-05 16:16:00+00:00,BTC,0.06,COMPRA,USD,C010,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.871246+00:00
BTCX-00002463,2024-09-05 19:07:00+00:00,BTC,0.23,COMPRA,USD,C008,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.871307+00:00
BTCX-00002464,2024-09-05 20:04:00+00:00,BTC,0.21,COMPRA,USD,C008,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.871365+00:00
BTCX-00002465,2024-09-05 13:29:00+00:00,BTC,0.41,COMPRA,USD,C002,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.871419+00:00
BTCX-00002466,2024-09-05 14:57:00+00:00,BTC,0.03,VENDA,USD,C008,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.871471+00:00
BTCX-00002467,2024-09-05 17:20:00+00:00,BTC,0.13,COMPRA,USD,C009,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.871526+00:00
BTCX-00002468,2024-09-05 09:15:00+00:00,BTC,0.09,VENDA,USD,C002,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.871585+00:00
BTCX-00002469,2024-09-05 12:16:00+00:00,BTC,0.31,COMPRA,USD,C002,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.871643+00:00
BTCX-00002470,2024-09-06 13:08:00+00:00,BTC,0.13,COMPRA,USD,C010,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.871708+00:00
BTCX-00002471,2024-09-06 20:13:00+00:00,BTC,0.01,VENDA,USD,C001,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.871768+00:00
BTCX-00002472,2024-09-06 17:39:00+00:00,BTC,0.14,COMPRA,USD,C005,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.871826+00:00
BTCX-00002473,2024-09-06 20:16:00+00:00,BTC,0.4,VENDA,USD,C003,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.871884+00:00
BTCX-00002474,2024-09-06 12:40:00+00:00,BTC,0.23,VENDA,USD,C005,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.871937+00:00
BTCX-00002475,2024-09-06 11:56:00+00:00,BTC,0.2,COMPRA,USD,C003,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.871989+00:00
BTCX-00002476,2024-09-06 16:31:00+00:00,BTC,0.41,VENDA,USD,C010,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.872045+00:00
BTCX-00002477,2024-09-06 17:30:00+00:00,BTC,0.19,COMPRA,USD,C009,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.872105+00:00
BTCX-00002478,2024-09-06 13:26:00+00:00,BTC,0.29,VENDA,USD,C007,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.872164+00:00
BTCX-00002479,2024-09-06 15:07:00+00:00,BTC,0.12,VENDA,USD,C005,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.872222+00:00
BTCX-00002480,2024-09-06 10:22:00+00:00,BTC,0.45,VENDA,USD,C002,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.872280+00:00
BTCX-00002481,2024-09-06 16:53:00+00:00,BTC,0.32,VENDA,USD,C004,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.872337+00:00
BTCX-00002482,2024-09-06 09:18:00+00:00,BTC,0.18,COMPRA,USD,C002,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.872393+00:00
BTCX-00002483,2024-09-06 17:49:00+00:00,BTC,0.21,VENDA,USD,C009,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.872446+00:00
BTCX-00002484,2024-09-06 15:25:00+00:00,BTC,0.29,VENDA,USD,C008,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.872498+00:00
BTCX-00002485,2024-09-09 13:31:00+00:00,BTC,0.47,COMPRA,USD,C010,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.872576+00:00
